,Trade ID,Trade Time,Security,Bond Type,Bond Rating,Industry,Issuer,Notional ($),Price,Yield (%),Buy/Sell,Counterparty,Dealer,Execution Method,Trade Volume,Transaction Cost ($)
5500,105501,2024-01-05 05:10:00,US Corp Bond,IG,CCC,Financials,Goldman Sachs,22794052,109.83,4.24,Buy,Vanguard,JP Morgan,RFQ,44302611,52761.61
5501,105502,2024-01-05 05:11:00,US Corp Bond,IG,BBB,Financials,BlackRock,53665736,102.91,5.54,Sell,Morgan Stanley,Morgan Stanley,RFQ,96653421,102543.93
5502,105503,2024-01-05 05:12:00,US Corp Bond,IG,A,Consumer Goods,Amazon,88092205,99.55,4.49,Buy,T. Rowe Price,Goldman Sachs,RFQ,127373955,38589.67
5503,105504,2024-01-05 05:13:00,US Corp Bond,IG,B,Energy,BlackRock,27623279,103.77,4.91,Buy,Vanguard,Goldman Sachs,RFQ,51000670,18457.42
5504,105505,2024-01-05 05:14:00,US Corp Bond,IG,BBB,Consumer Goods,BlackRock,81755501,103.12,3.33,Sell,Vanguard,Barclays,RFQ,99267561,126082.0
5505,105506,2024-01-05 05:15:00,US Corp Bond,IG,BB,Financials,Amazon,42753919,96.58,3.77,Sell,Fidelity,Barclays,RFQ,70977238,38993.85
5506,105507,2024-01-05 05:16:00,US Corp Bond,IG,BBB,Financials,Tesla,16763217,98.21,4.96,Buy,T. Rowe Price,JP Morgan,RFQ,38773688,33997.96
5507,105508,2024-01-05 05:17:00,US Corp Bond,IG,A,Consumer Goods,Goldman Sachs,91277833,105.04,4.23,Buy,BlackRock,Barclays,RFQ,155598805,191439.76
5508,105509,2024-01-05 05:18:00,US Corp Bond,IG,A,Utilities,Amazon,64550738,103.89,3.4,Sell,Fidelity,Barclays,Voice,147087229,72478.44
5509,105510,2024-01-05 05:19:00,US Corp Bond,IG,AA,Healthcare,Citi,11962351,100.16,3.46,Sell,Vanguard,JP Morgan,Voice,13828657,4784.65
5510,105511,2024-01-05 05:20:00,US Corp Bond,IG,AA,Energy,Tesla,77476372,109.68,5.12,Sell,Wellington,Barclays,RFQ,100252280,59809.68
5511,105512,2024-01-05 05:21:00,US Corp Bond,EM,BBB,Healthcare,Amazon,11051448,104.67,5.05,Sell,Wellington,Barclays,RFQ,23505979,19560.51
5512,105513,2024-01-05 05:22:00,US Corp Bond,HY,BB,Utilities,Microsoft,26466098,82.87,7.9,Sell,T. Rowe Price,Barclays,RFQ,56694412,40595.8
5513,105514,2024-01-05 05:23:00,US Corp Bond,HY,BBB,Energy,Amazon,22918348,84.13,5.04,Buy,Fidelity,Morgan Stanley,RFQ,45935549,22384.42
5514,105515,2024-01-05 05:24:00,US Corp Bond,IG,A,Technology,Tesla,73339661,105.67,5.88,Sell,Fidelity,Goldman Sachs,Voice,175270371,115569.81
5515,105516,2024-01-05 05:25:00,US Corp Bond,HY,AAA,Energy,Amazon,36317182,99.91,7.17,Buy,BlackRock,Citi,RFQ,66788666,76758.2
5516,105517,2024-01-05 05:26:00,US Corp Bond,HY,AAA,Healthcare,Tesla,27420410,93.45,9.68,Sell,Fidelity,Goldman Sachs,RFQ,58058487,51100.22
5517,105518,2024-01-05 05:27:00,US Corp Bond,HY,A,Energy,Amazon,18170283,88.85,11.16,Sell,Fidelity,Morgan Stanley,RFQ,26897429,14426.8
5518,105519,2024-01-05 05:28:00,US Corp Bond,IG,A,Technology,Citi,15071530,99.99,5.21,Buy,Morgan Stanley,Citi,RFQ,29539226,23935.25
5519,105520,2024-01-05 05:29:00,US Corp Bond,HY,BBB,Technology,Amazon,21056309,98.44,8.38,Buy,Fidelity,Goldman Sachs,RFQ,45963365,53839.07
5520,105521,2024-01-05 05:30:00,US Corp Bond,HY,AAA,Financials,Microsoft,46339534,83.93,6.94,Sell,T. Rowe Price,JP Morgan,RFQ,96228446,49080.9
5521,105522,2024-01-05 05:31:00,US Corp Bond,IG,CCC,Technology,Microsoft,44177239,103.71,5.53,Sell,Fidelity,Morgan Stanley,RFQ,98622161,35511.83
5522,105523,2024-01-05 05:32:00,US Corp Bond,HY,A,Consumer Goods,Tesla,29448085,87.42,10.46,Sell,T. Rowe Price,JP Morgan,RFQ,49011340,42686.85
5523,105524,2024-01-05 05:33:00,US Corp Bond,IG,BB,Healthcare,Microsoft,65419817,100.73,4.57,Buy,T. Rowe Price,JP Morgan,RFQ,97850977,75523.47
5524,105525,2024-01-05 05:34:00,US Corp Bond,IG,A,Consumer Goods,Microsoft,6559922,106.28,3.75,Buy,Morgan Stanley,Goldman Sachs,RFQ,9746539,9016.51
5525,105526,2024-01-05 05:35:00,US Corp Bond,IG,AA,Utilities,Goldman Sachs,26222977,95.24,5.8,Sell,Vanguard,Citi,RFQ,58361478,14891.42
5526,105527,2024-01-05 05:36:00,US Corp Bond,HY,BBB,Consumer Goods,Amazon,29619134,86.29,10.51,Buy,T. Rowe Price,Barclays,Voice,67997254,27624.7
5527,105528,2024-01-05 05:37:00,US Corp Bond,IG,BBB,Healthcare,BlackRock,95055798,109.6,4.98,Sell,Vanguard,Barclays,RFQ,132275985,24757.4
5528,105529,2024-01-05 05:38:00,US Corp Bond,IG,A,Utilities,Microsoft,39060536,96.3,4.95,Buy,Morgan Stanley,Morgan Stanley,RFQ,63303669,80526.8
5529,105530,2024-01-05 05:39:00,US Corp Bond,IG,A,Consumer Goods,Vanguard,82407228,104.93,3.36,Sell,BlackRock,JP Morgan,RFQ,196842074,129059.29
5530,105531,2024-01-05 05:40:00,US Corp Bond,IG,AAA,Consumer Goods,Tesla,21344463,108.75,5.3,Sell,Fidelity,Morgan Stanley,RFQ,23891241,32267.49
5531,105532,2024-01-05 05:41:00,US Corp Bond,IG,BBB,Utilities,Amazon,92487627,107.89,3.81,Sell,T. Rowe Price,Goldman Sachs,RFQ,146746221,208938.22
5532,105533,2024-01-05 05:42:00,US Corp Bond,HY,B,Consumer Goods,Goldman Sachs,43297920,86.51,11.09,Buy,BlackRock,JP Morgan,RFQ,84833523,15440.53
5533,105534,2024-01-05 05:43:00,US Corp Bond,HY,AAA,Technology,JPMorgan,1426831,97.69,5.65,Sell,Wellington,Barclays,RFQ,1863334,1328.4
5534,105535,2024-01-05 05:44:00,US Corp Bond,IG,AA,Healthcare,Vanguard,10540799,100.36,4.18,Sell,BlackRock,Goldman Sachs,RFQ,21708832,15468.72
5535,105536,2024-01-05 05:45:00,US Corp Bond,IG,B,Healthcare,Tesla,82697870,99.95,3.99,Buy,Fidelity,Goldman Sachs,RFQ,124830606,125767.92
5536,105537,2024-01-05 05:46:00,US Corp Bond,IG,AA,Healthcare,Tesla,70405935,96.81,4.81,Buy,Vanguard,Morgan Stanley,RFQ,170377954,34021.18
5537,105538,2024-01-05 05:47:00,US Corp Bond,HY,BBB,Consumer Goods,Amazon,34057529,92.15,9.16,Sell,Fidelity,Morgan Stanley,Voice,41019249,57780.4
5538,105539,2024-01-05 05:48:00,US Corp Bond,IG,A,Technology,Vanguard,90207513,104.79,4.56,Sell,T. Rowe Price,Citi,Voice,208687240,250343.08
5539,105540,2024-01-05 05:49:00,US Corp Bond,IG,A,Healthcare,Vanguard,43688126,99.97,3.45,Sell,Fidelity,Barclays,RFQ,84807033,11192.31
5540,105541,2024-01-05 05:50:00,US Corp Bond,IG,A,Energy,Tesla,55595428,100.12,4.94,Sell,Fidelity,Barclays,Voice,109349740,39730.77
5541,105542,2024-01-05 05:51:00,US Corp Bond,HY,AA,Healthcare,Goldman Sachs,23762952,87.69,7.93,Buy,BlackRock,Morgan Stanley,RFQ,26666186,33455.33
5542,105543,2024-01-05 05:52:00,US Corp Bond,HY,AAA,Financials,JPMorgan,49472975,81.14,10.77,Sell,Vanguard,Barclays,RFQ,117165505,48319.68
5543,105544,2024-01-05 05:53:00,US Corp Bond,HY,BBB,Energy,Amazon,49424559,97.98,5.06,Buy,Vanguard,Barclays,RFQ,113142425,69572.97
5544,105545,2024-01-05 05:54:00,US Corp Bond,HY,BBB,Healthcare,Microsoft,28324356,80.67,6.64,Sell,T. Rowe Price,Goldman Sachs,RFQ,48944608,49554.15
5545,105546,2024-01-05 05:55:00,US Corp Bond,IG,BBB,Consumer Goods,Microsoft,70387254,106.85,3.83,Sell,BlackRock,JP Morgan,RFQ,125192100,24724.9
5546,105547,2024-01-05 05:56:00,US Corp Bond,IG,BBB,Healthcare,Goldman Sachs,90583082,100.78,3.66,Sell,BlackRock,JP Morgan,RFQ,136474952,142567.23
5547,105548,2024-01-05 05:57:00,US Corp Bond,IG,AA,Technology,Microsoft,40184501,103.9,4.7,Buy,BlackRock,Citi,RFQ,62717269,30009.48
5548,105549,2024-01-05 05:58:00,US Corp Bond,IG,AAA,Technology,Microsoft,28635092,98.57,3.26,Buy,Wellington,JP Morgan,Voice,50633033,17222.67
5549,105550,2024-01-05 05:59:00,US Corp Bond,IG,BB,Healthcare,Citi,8820087,100.51,4.44,Buy,Wellington,Barclays,Voice,10670471,2544.42
5550,105551,2024-01-05 06:00:00,US Corp Bond,IG,A,Consumer Goods,BlackRock,31813107,95.55,4.37,Sell,Fidelity,Goldman Sachs,Voice,38466670,12255.02
5551,105552,2024-01-05 06:01:00,US Corp Bond,IG,A,Consumer Goods,BlackRock,93115069,99.1,5.98,Buy,T. Rowe Price,JP Morgan,Voice,208871659,182347.35
5552,105553,2024-01-05 06:02:00,US Corp Bond,EM,AA,Consumer Goods,BlackRock,38611599,95.25,3.1,Sell,Wellington,Barclays,Voice,62888750,88837.19
5553,105554,2024-01-05 06:03:00,US Corp Bond,HY,AAA,Healthcare,Tesla,42979987,89.06,5.25,Sell,BlackRock,Barclays,RFQ,106223314,111958.84
5554,105555,2024-01-05 06:04:00,US Corp Bond,HY,A,Healthcare,Amazon,30202971,98.4,10.0,Sell,BlackRock,Morgan Stanley,RFQ,36911203,26978.15
5555,105556,2024-01-05 06:05:00,US Corp Bond,HY,BB,Financials,Amazon,40437725,89.05,5.48,Sell,BlackRock,Morgan Stanley,Voice,97527215,142083.22
5556,105557,2024-01-05 06:06:00,US Corp Bond,IG,B,Technology,JPMorgan,31599409,100.11,4.62,Sell,Vanguard,JP Morgan,RFQ,63524656,27707.61
5557,105558,2024-01-05 06:07:00,US Corp Bond,HY,BB,Energy,JPMorgan,6951281,99.16,10.61,Sell,T. Rowe Price,Morgan Stanley,Voice,10642967,13374.85
5558,105559,2024-01-05 06:08:00,US Corp Bond,IG,B,Energy,Amazon,15853276,101.82,5.05,Sell,Vanguard,Barclays,RFQ,23346912,7627.13
5559,105560,2024-01-05 06:09:00,US Corp Bond,HY,B,Technology,Citi,45104329,82.99,6.03,Sell,Wellington,Barclays,RFQ,109948112,45463.46
5560,105561,2024-01-05 06:10:00,US Corp Bond,IG,A,Utilities,Tesla,85957602,109.75,5.07,Buy,Morgan Stanley,Morgan Stanley,Voice,135349428,105040.61
5561,105562,2024-01-05 06:11:00,US Corp Bond,EM,AA,Financials,Tesla,6270006,99.69,3.24,Sell,Morgan Stanley,Goldman Sachs,RFQ,11516737,2804.63
5562,105563,2024-01-05 06:12:00,US Corp Bond,IG,BBB,Technology,Microsoft,33964299,109.62,5.36,Buy,BlackRock,Morgan Stanley,RFQ,82765970,41936.11
5563,105564,2024-01-05 06:13:00,US Corp Bond,IG,AA,Financials,Microsoft,39884768,101.52,3.69,Sell,Vanguard,Goldman Sachs,Voice,55425476,57552.95
5564,105565,2024-01-05 06:14:00,US Corp Bond,EM,AA,Utilities,Tesla,25927918,104.2,3.79,Sell,T. Rowe Price,Morgan Stanley,RFQ,35141888,26288.4
5565,105566,2024-01-05 06:15:00,US Corp Bond,IG,AA,Financials,JPMorgan,15590057,107.06,4.17,Sell,Fidelity,Barclays,RFQ,21854845,19430.99
5566,105567,2024-01-05 06:16:00,US Corp Bond,HY,A,Consumer Goods,Microsoft,6054820,80.09,7.24,Sell,Wellington,Barclays,Voice,8658670,1488.55
5567,105568,2024-01-05 06:17:00,US Corp Bond,HY,A,Technology,Tesla,6660832,90.62,11.46,Buy,Vanguard,Morgan Stanley,RFQ,13901080,6266.69
5568,105569,2024-01-05 06:18:00,US Corp Bond,HY,AA,Energy,Vanguard,37731528,85.0,9.78,Buy,BlackRock,Citi,RFQ,50614788,59381.95
5569,105570,2024-01-05 06:19:00,US Corp Bond,EM,A,Healthcare,Microsoft,40836333,107.58,4.98,Buy,BlackRock,Goldman Sachs,Voice,47207677,42634.42
5570,105571,2024-01-05 06:20:00,US Corp Bond,EM,BB,Utilities,Vanguard,10070466,109.02,5.1,Buy,Morgan Stanley,Citi,RFQ,21223670,2152.97
5571,105572,2024-01-05 06:21:00,US Corp Bond,IG,A,Utilities,Vanguard,99644035,96.93,3.89,Buy,T. Rowe Price,Barclays,RFQ,244014953,229959.86
5572,105573,2024-01-05 06:22:00,US Corp Bond,HY,BB,Healthcare,Tesla,27826139,88.29,8.74,Buy,T. Rowe Price,Goldman Sachs,RFQ,51859367,14850.1
5573,105574,2024-01-05 06:23:00,US Corp Bond,HY,AA,Technology,Vanguard,19104883,85.25,6.36,Sell,BlackRock,Morgan Stanley,RFQ,30738111,8760.83
5574,105575,2024-01-05 06:24:00,US Corp Bond,HY,AA,Healthcare,Amazon,36703996,97.59,11.68,Sell,BlackRock,Goldman Sachs,RFQ,41963389,58783.27
5575,105576,2024-01-05 06:25:00,US Corp Bond,IG,A,Financials,Citi,41622352,107.85,5.82,Buy,Fidelity,Goldman Sachs,RFQ,79034214,115037.27
5576,105577,2024-01-05 06:26:00,US Corp Bond,HY,A,Healthcare,Tesla,47258340,89.32,7.45,Buy,Wellington,JP Morgan,RFQ,73677530,61757.08
5577,105578,2024-01-05 06:27:00,US Corp Bond,EM,BBB,Financials,Citi,45661097,107.37,5.26,Buy,Fidelity,Goldman Sachs,RFQ,91769342,85167.44
5578,105579,2024-01-05 06:28:00,US Corp Bond,EM,BBB,Financials,Vanguard,29713636,104.07,4.94,Sell,Morgan Stanley,Barclays,Voice,72438387,48515.98
5579,105580,2024-01-05 06:29:00,US Corp Bond,IG,BBB,Energy,Tesla,89820660,97.21,3.95,Sell,Vanguard,Citi,Voice,101619807,135832.64
5580,105581,2024-01-05 06:30:00,US Corp Bond,IG,B,Healthcare,Goldman Sachs,37719659,108.72,4.43,Sell,T. Rowe Price,Citi,Voice,77967767,64843.33
5581,105582,2024-01-05 06:31:00,US Corp Bond,IG,A,Energy,BlackRock,94702288,97.12,5.75,Sell,Morgan Stanley,Morgan Stanley,RFQ,193409169,270527.15
5582,105583,2024-01-05 06:32:00,US Corp Bond,HY,AA,Healthcare,Goldman Sachs,17760771,94.2,6.84,Sell,T. Rowe Price,JP Morgan,Voice,34286455,14082.3
5583,105584,2024-01-05 06:33:00,US Corp Bond,HY,A,Financials,BlackRock,49955879,96.34,8.56,Buy,BlackRock,Citi,RFQ,105816520,24624.76
5584,105585,2024-01-05 06:34:00,US Corp Bond,IG,AA,Healthcare,BlackRock,69227573,102.47,4.16,Sell,Wellington,Citi,RFQ,112414512,166640.34
5585,105586,2024-01-05 06:35:00,US Corp Bond,IG,AA,Utilities,Vanguard,25227129,96.44,3.65,Buy,BlackRock,Goldman Sachs,RFQ,32095284,25381.3
5586,105587,2024-01-05 06:36:00,US Corp Bond,IG,AA,Utilities,BlackRock,5731844,106.43,4.27,Sell,Wellington,Barclays,Voice,6340252,6089.78
5587,105588,2024-01-05 06:37:00,US Corp Bond,IG,A,Energy,BlackRock,45204528,97.06,4.97,Buy,Wellington,Barclays,RFQ,75037171,43509.34
5588,105589,2024-01-05 06:38:00,US Corp Bond,EM,AA,Consumer Goods,Goldman Sachs,13387426,104.82,4.36,Sell,Wellington,Morgan Stanley,Voice,29822429,8559.25
5589,105590,2024-01-05 06:39:00,US Corp Bond,HY,AAA,Utilities,BlackRock,44863549,95.29,5.64,Sell,Vanguard,Barclays,RFQ,86457263,110436.31
5590,105591,2024-01-05 06:40:00,US Corp Bond,IG,BBB,Energy,Tesla,8728989,107.16,5.42,Sell,Morgan Stanley,Citi,RFQ,11405345,3449.54
5591,105592,2024-01-05 06:41:00,US Corp Bond,IG,BBB,Consumer Goods,Citi,25613036,99.43,3.96,Sell,T. Rowe Price,Goldman Sachs,Voice,39588132,31795.1
5592,105593,2024-01-05 06:42:00,US Corp Bond,IG,BBB,Technology,Amazon,94954204,107.55,4.98,Sell,T. Rowe Price,Barclays,RFQ,192616932,243360.4
5593,105594,2024-01-05 06:43:00,US Corp Bond,EM,BBB,Energy,Citi,39340716,98.78,4.63,Buy,Vanguard,JP Morgan,RFQ,94265137,96570.5
5594,105595,2024-01-05 06:44:00,US Corp Bond,IG,AA,Utilities,Microsoft,17808583,103.62,3.31,Sell,Vanguard,JP Morgan,Voice,41001149,42820.28
5595,105596,2024-01-05 06:45:00,US Corp Bond,IG,AA,Utilities,Tesla,16480133,102.29,3.87,Sell,Vanguard,JP Morgan,RFQ,32714786,13829.23
5596,105597,2024-01-05 06:46:00,US Corp Bond,IG,AA,Healthcare,Microsoft,74480326,100.29,3.37,Sell,Fidelity,Barclays,RFQ,104704008,87530.26
5597,105598,2024-01-05 06:47:00,US Corp Bond,HY,BB,Consumer Goods,Amazon,45012767,95.3,5.9,Sell,Fidelity,Goldman Sachs,RFQ,104304495,16513.93
5598,105599,2024-01-05 06:48:00,US Corp Bond,HY,BBB,Utilities,Microsoft,39578226,91.73,6.87,Sell,Fidelity,Barclays,Voice,94552696,17443.02
5599,105600,2024-01-05 06:49:00,US Corp Bond,HY,AA,Healthcare,Vanguard,40888975,90.8,10.0,Sell,Vanguard,Citi,RFQ,97027745,107913.04
5600,105601,2024-01-05 06:50:00,US Corp Bond,IG,A,Consumer Goods,Amazon,53609362,98.38,4.92,Sell,BlackRock,Barclays,RFQ,101463498,121817.25
5601,105602,2024-01-05 06:51:00,US Corp Bond,IG,CCC,Energy,Amazon,14076178,105.32,4.56,Sell,Fidelity,JP Morgan,RFQ,32654053,9627.41
5602,105603,2024-01-05 06:52:00,US Corp Bond,IG,A,Energy,Microsoft,97842933,103.57,4.43,Sell,Fidelity,JP Morgan,RFQ,216278001,309603.87
5603,105604,2024-01-05 06:53:00,US Corp Bond,HY,BB,Healthcare,Goldman Sachs,31348396,90.04,8.71,Buy,Vanguard,Goldman Sachs,Voice,61649064,17442.61
5604,105605,2024-01-05 06:54:00,US Corp Bond,IG,AA,Energy,Amazon,12632674,103.46,5.63,Buy,Morgan Stanley,Morgan Stanley,RFQ,31264798,21510.47
5605,105606,2024-01-05 06:55:00,US Corp Bond,IG,AA,Healthcare,Amazon,18522978,96.8,4.4,Sell,BlackRock,JP Morgan,RFQ,26710951,10028.86
5606,105607,2024-01-05 06:56:00,US Corp Bond,HY,BBB,Financials,JPMorgan,14443161,99.97,7.67,Sell,Wellington,JP Morgan,RFQ,28507967,6793.51
5607,105608,2024-01-05 06:57:00,US Corp Bond,HY,BBB,Consumer Goods,Citi,13543271,83.96,9.26,Sell,Wellington,Morgan Stanley,RFQ,15399176,22362.49
5608,105609,2024-01-05 06:58:00,US Corp Bond,IG,BBB,Healthcare,Goldman Sachs,91131958,101.1,4.01,Sell,T. Rowe Price,Barclays,RFQ,157767994,112682.19
5609,105610,2024-01-05 06:59:00,US Corp Bond,IG,A,Consumer Goods,Citi,71405468,101.95,3.67,Sell,BlackRock,JP Morgan,RFQ,161883210,91047.18
5610,105611,2024-01-05 07:00:00,US Corp Bond,IG,A,Financials,JPMorgan,29139756,108.19,5.37,Buy,Vanguard,Goldman Sachs,RFQ,41643217,23288.57
5611,105612,2024-01-05 07:01:00,US Corp Bond,HY,BBB,Consumer Goods,Microsoft,38393922,97.38,5.71,Sell,Morgan Stanley,Barclays,RFQ,82636021,32373.26
5612,105613,2024-01-05 07:02:00,US Corp Bond,HY,AA,Healthcare,BlackRock,6130115,83.53,11.77,Buy,Morgan Stanley,Barclays,RFQ,13277163,19337.25
5613,105614,2024-01-05 07:03:00,US Corp Bond,IG,A,Energy,JPMorgan,56793085,107.86,5.02,Sell,Wellington,JP Morgan,RFQ,112934354,88598.95
5614,105615,2024-01-05 07:04:00,US Corp Bond,IG,BB,Consumer Goods,BlackRock,20159839,108.53,5.45,Sell,Morgan Stanley,Barclays,Voice,47392850,39913.8
5615,105616,2024-01-05 07:05:00,US Corp Bond,HY,A,Consumer Goods,Citi,36893921,95.94,8.97,Sell,Wellington,Barclays,RFQ,63791152,69839.45
5616,105617,2024-01-05 07:06:00,US Corp Bond,HY,A,Utilities,Microsoft,6977741,92.04,11.7,Sell,T. Rowe Price,Goldman Sachs,RFQ,9715059,6517.38
5617,105618,2024-01-05 07:07:00,US Corp Bond,IG,BBB,Utilities,Amazon,39297067,109.87,3.07,Buy,Fidelity,Barclays,Voice,79072476,38836.35
5618,105619,2024-01-05 07:08:00,US Corp Bond,IG,CCC,Financials,Goldman Sachs,46889649,102.07,5.6,Buy,T. Rowe Price,JP Morgan,RFQ,113854017,58053.91
5619,105620,2024-01-05 07:09:00,US Corp Bond,IG,A,Technology,Goldman Sachs,29890566,107.93,4.34,Buy,Vanguard,JP Morgan,Voice,59247725,34812.42
5620,105621,2024-01-05 07:10:00,US Corp Bond,IG,A,Energy,Vanguard,61842351,108.56,5.66,Buy,Morgan Stanley,Morgan Stanley,RFQ,144099744,130748.44
5621,105622,2024-01-05 07:11:00,US Corp Bond,EM,BB,Healthcare,Citi,25221917,99.65,5.11,Buy,Vanguard,Citi,Voice,58322824,73660.9
5622,105623,2024-01-05 07:12:00,US Corp Bond,HY,BB,Financials,Vanguard,41285374,92.75,8.21,Sell,Fidelity,Morgan Stanley,RFQ,45762764,20126.02
5623,105624,2024-01-05 07:13:00,US Corp Bond,HY,BBB,Healthcare,Microsoft,2605607,82.81,11.74,Sell,BlackRock,Goldman Sachs,RFQ,3148516,2888.97
5624,105625,2024-01-05 07:14:00,US Corp Bond,IG,A,Healthcare,Amazon,60734644,100.24,3.93,Buy,BlackRock,Goldman Sachs,Voice,113765797,130925.45
5625,105626,2024-01-05 07:15:00,US Corp Bond,HY,A,Consumer Goods,Citi,14833736,89.75,11.75,Sell,BlackRock,JP Morgan,RFQ,34085035,50866.76
5626,105627,2024-01-05 07:16:00,US Corp Bond,IG,BBB,Financials,Microsoft,52510423,100.71,3.45,Sell,Wellington,Citi,RFQ,85961414,117836.01
5627,105628,2024-01-05 07:17:00,US Corp Bond,IG,BB,Financials,Amazon,42046120,101.36,5.75,Sell,Wellington,Morgan Stanley,Voice,98575124,99182.74
5628,105629,2024-01-05 07:18:00,US Corp Bond,IG,BB,Utilities,BlackRock,73110524,98.78,5.23,Buy,BlackRock,Citi,RFQ,116469570,166048.56
5629,105630,2024-01-05 07:19:00,US Corp Bond,IG,AA,Energy,Citi,52076916,102.1,5.81,Buy,Fidelity,JP Morgan,RFQ,87673688,124105.71
5630,105631,2024-01-05 07:20:00,US Corp Bond,HY,A,Technology,Citi,49779231,84.23,10.17,Buy,T. Rowe Price,Barclays,RFQ,77312732,12555.17
5631,105632,2024-01-05 07:21:00,US Corp Bond,IG,A,Healthcare,BlackRock,98505542,104.37,4.16,Buy,Wellington,JP Morgan,RFQ,169283180,171175.17
5632,105633,2024-01-05 07:22:00,US Corp Bond,IG,CCC,Energy,Tesla,41916690,100.7,5.81,Sell,T. Rowe Price,JP Morgan,RFQ,73030568,73892.81
5633,105634,2024-01-05 07:23:00,US Corp Bond,IG,BBB,Utilities,Amazon,18173835,97.34,4.76,Sell,T. Rowe Price,Citi,Voice,32222648,33745.41
5634,105635,2024-01-05 07:24:00,US Corp Bond,IG,A,Energy,Tesla,44449433,107.36,5.81,Sell,BlackRock,Goldman Sachs,Voice,66673543,94272.76
5635,105636,2024-01-05 07:25:00,US Corp Bond,IG,AAA,Healthcare,Citi,80296354,102.67,3.64,Sell,Vanguard,Barclays,RFQ,131619414,66082.49
5636,105637,2024-01-05 07:26:00,US Corp Bond,IG,A,Consumer Goods,Tesla,48731523,109.57,4.12,Sell,BlackRock,Barclays,RFQ,94824765,40855.52
5637,105638,2024-01-05 07:27:00,US Corp Bond,HY,AAA,Consumer Goods,Goldman Sachs,4955931,85.86,7.34,Sell,BlackRock,Goldman Sachs,Voice,5511693,4252.02
5638,105639,2024-01-05 07:28:00,US Corp Bond,IG,BB,Healthcare,Citi,87340290,97.63,3.02,Buy,Vanguard,Citi,RFQ,163007061,85617.41
5639,105640,2024-01-05 07:29:00,US Corp Bond,IG,BBB,Utilities,JPMorgan,98814112,95.12,5.08,Sell,T. Rowe Price,Citi,RFQ,111227625,60868.36
5640,105641,2024-01-05 07:30:00,US Corp Bond,IG,A,Utilities,BlackRock,32334795,96.24,5.69,Sell,Wellington,Goldman Sachs,Voice,63059865,28194.09
5641,105642,2024-01-05 07:31:00,US Corp Bond,HY,A,Financials,Vanguard,15192019,93.65,9.11,Sell,T. Rowe Price,Morgan Stanley,RFQ,24761628,25743.75
5642,105643,2024-01-05 07:32:00,US Corp Bond,IG,BB,Technology,Microsoft,12784243,97.97,5.39,Sell,Vanguard,Citi,RFQ,22355986,25216.27
5643,105644,2024-01-05 07:33:00,US Corp Bond,IG,AA,Consumer Goods,Microsoft,34285122,95.57,3.76,Sell,Wellington,Goldman Sachs,RFQ,76610382,18290.3
5644,105645,2024-01-05 07:34:00,US Corp Bond,IG,AA,Technology,BlackRock,85735628,98.38,4.16,Buy,Fidelity,Morgan Stanley,Voice,174998913,213219.18
5645,105646,2024-01-05 07:35:00,US Corp Bond,IG,B,Energy,Citi,26593752,105.93,3.99,Sell,Wellington,JP Morgan,RFQ,63887912,30362.14
5646,105647,2024-01-05 07:36:00,US Corp Bond,IG,BB,Energy,JPMorgan,19546005,106.04,4.35,Sell,Morgan Stanley,Barclays,Voice,28237140,8046.17
5647,105648,2024-01-05 07:37:00,US Corp Bond,HY,BB,Healthcare,BlackRock,38908058,88.47,11.74,Buy,Wellington,Goldman Sachs,RFQ,64448165,47666.1
5648,105649,2024-01-05 07:38:00,US Corp Bond,HY,AA,Healthcare,Vanguard,42574067,85.76,11.09,Buy,Morgan Stanley,Citi,RFQ,60075082,57627.28
5649,105650,2024-01-05 07:39:00,US Corp Bond,IG,AA,Healthcare,Microsoft,69693319,97.39,3.31,Sell,Wellington,Barclays,Voice,94273004,104662.51
5650,105651,2024-01-05 07:40:00,US Corp Bond,HY,AAA,Utilities,Vanguard,45765399,86.89,7.27,Sell,Vanguard,Morgan Stanley,Voice,93085377,87555.62
5651,105652,2024-01-05 07:41:00,US Corp Bond,HY,AA,Consumer Goods,Microsoft,25124804,92.8,7.95,Buy,Wellington,Barclays,RFQ,50754398,71716.28
5652,105653,2024-01-05 07:42:00,US Corp Bond,IG,BBB,Technology,JPMorgan,64315460,97.11,5.06,Sell,BlackRock,Goldman Sachs,RFQ,115036070,14789.29
5653,105654,2024-01-05 07:43:00,US Corp Bond,IG,AA,Energy,Vanguard,12971642,104.48,5.68,Buy,Wellington,JP Morgan,RFQ,16929569,23295.53
5654,105655,2024-01-05 07:44:00,US Corp Bond,IG,BBB,Technology,Goldman Sachs,18649688,97.34,5.82,Buy,Vanguard,Morgan Stanley,RFQ,35324391,39800.4
5655,105656,2024-01-05 07:45:00,US Corp Bond,IG,AA,Consumer Goods,Vanguard,15139479,104.51,3.03,Buy,Vanguard,Morgan Stanley,RFQ,27445702,38713.29
5656,105657,2024-01-05 07:46:00,US Corp Bond,HY,A,Technology,Amazon,24822165,84.39,7.65,Sell,Wellington,Morgan Stanley,Voice,47067486,21136.44
5657,105658,2024-01-05 07:47:00,US Corp Bond,HY,CCC,Technology,JPMorgan,38556913,96.64,5.03,Buy,Wellington,Barclays,Voice,66637365,24403.73
5658,105659,2024-01-05 07:48:00,US Corp Bond,EM,AA,Utilities,JPMorgan,18523277,108.46,3.47,Buy,Wellington,JP Morgan,RFQ,22498710,33645.99
